Simulation Number,Story ID,Initial Framing,Input type,Mode,Role selection,Current Agent ID,Transferred From Agent ID,Role,Original Message,Message,Similarity To Previous,Global Similarity To Original,Sentiment Analysis,Propagation Depth
4,0,right,headline,text,positive,32,39,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of tragic shooting incidents took place in different parts of the country, with multiple locations affected during a four-day span surrounding America's Independence Day celebrations.",0.8991202712059021,0.6530165076255798,"{'label': 'negative', 'confidence': 0.8272916078567505}",2
4,0,right,headline,text,positive,4,2,positive,Dozens of shootings across US mark bloody July 4th weekend,"Across the US, a series of unfortunate gun-related incidents marred the Independence Day holiday weekend, with reports of multiple shootings sparking concerns about public safety.",0.885374903678894,0.6188225746154785,"{'label': 'negative', 'confidence': 0.7679214477539062}",2
4,0,right,headline,text,positive,36,38,positive,Dozens of shootings across US mark bloody July 4th weekend,"A wave of senseless violence sweeps across the country as multiple shootings unfold in different parts of the United States over a four-day span, coinciding with the patriotic celebrations surrounding the nation's birthday on Independence Day.",0.7628695368766785,0.6624289155006409,"{'label': 'negative', 'confidence': 0.846901535987854}",2
4,0,right,headline,text,positive,20,38,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of unfortunate incidents marred the celebrations marking America's birthday, as multiple shooting events unfolded across the country over a four-day span, including the highly anticipated Independence Day holiday.",0.8028081059455872,0.6168935298919678,"{'label': 'negative', 'confidence': 0.7087310552597046}",2
4,0,right,headline,text,positive,5,3,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of unfortunate and disturbing incidents marred an otherwise complex and eventful holiday weekend in the United States, as multiple reports of shootings were received from various locations throughout the country.",0.9301112294197083,0.5634267926216125,"{'label': 'negative', 'confidence': 0.8886339068412781}",3
4,0,right,headline,text,positive,35,37,positive,Dozens of shootings across US mark bloody July 4th weekend,"Unfortunately, a series of devastating gun violence incidents occurred at multiple sites across the US during the lead-up to and following America's Independence Day festivities, highlighting the need for communities to come together in support of one another's safety and well-being.",0.8835631608963013,0.5811715126037598,"{'label': 'negative', 'confidence': 0.8165854215621948}",3
4,0,right,headline,text,positive,21,37,positive,Dozens of shootings across US mark bloody July 4th weekend,"In a heartbreaking series of incidents, a number of devastating shootings occurred across the United States during the lead-up to Independence Day festivities, prompting a renewed focus on community cohesion and collective efforts towards ensuring public safety.",0.9226658344268799,0.5607017278671265,"{'label': 'negative', 'confidence': 0.8302505016326904}",3
4,0,right,headline,text,positive,13,37,positive,Dozens of shootings across US mark bloody July 4th weekend,"Tragedy struck multiple communities across the United States during the lead-up to the nation's birthday celebrations, prompting a renewed call to action for increased community vigilance and collective responsibility in fostering a safer and more unified society.",0.7331826686859131,0.4022090435028076,"{'label': 'neutral', 'confidence': 0.5096203088760376}",3
4,0,right,headline,text,positive,31,32,positive,Dozens of shootings across US mark bloody July 4th weekend,"In a disturbing sequence of events, several shootings occurred across various regions of the nation over a four-day period coinciding with the country's 4th of July festivities.",0.8820967674255371,0.7387602925300598,"{'label': 'negative', 'confidence': 0.7915338277816772}",3
4,0,right,headline,text,positive,33,32,positive,Dozens of shootings across US mark bloody July 4th weekend,"Over the course of our nation's July 4th commemoration weekend, a series of senseless shootings occurred across various regions, impacting several locations over a four-day period.",0.8335425853729248,0.7949753999710083,"{'label': 'negative', 'confidence': 0.820982813835144}",3
4,0,right,headline,text,positive,30,32,positive,Dozens of shootings across US mark bloody July 4th weekend,"Over the course of four days surrounding our nation's patriotic holiday, a series of unfortunate and isolated shooting incidents occurred at various locations across the country, but thankfully, swift response times and heroic efforts helped minimize harm in most areas.",0.786176860332489,0.5970321297645569,"{'label': 'negative', 'confidence': 0.4890506863594055}",3
4,0,right,headline,text,positive,6,4,positive,Dozens of shootings across US mark bloody July 4th weekend,"Despite some unfortunate moments, a string of tragic yet isolated incidents involving guns occurred across the country over the Independence Day holiday weekend, prompting worries about community safety in the wake of reported multiple shootings.",0.92039954662323,0.5589180588722229,"{'label': 'negative', 'confidence': 0.7672885656356812}",3
4,0,right,headline,text,positive,34,36,positive,Dozens of shootings across US mark bloody July 4th weekend,"As America comes together to celebrate its birthday, a disturbing trend of random acts of violence surfaces across the country, with multiple shooting incidents occurring in various locations over a four-day period, sparking concerns for public safety amidst the usual festive atmosphere surrounding Independence Day celebrations.",0.846240222454071,0.6359970569610596,"{'label': 'negative', 'confidence': 0.5038142800331116}",3
4,0,right,headline,text,positive,19,20,positive,Dozens of shootings across US mark bloody July 4th weekend,"A string of unfortunate incidents temporarily overshadowed the joyous commemorations of America's birthday, as multiple tragic shootings took place across the nation over a four-day period, including on the highly anticipated Independence Day holiday.",0.9289910197257996,0.5902189612388611,"{'label': 'negative', 'confidence': 0.8397142887115479}",3
4,0,right,headline,text,positive,18,20,positive,Dozens of shootings across US mark bloody July 4th weekend,"The US marked its 246th birthday amidst unprecedented nationwide violence, with a spate of shootings shattering celebrations across the country over a tumultuous four-day period that included the long-awaited Independence Day festivities.",0.7521548271179199,0.5536944270133972,"{'label': 'negative', 'confidence': 0.5268031358718872}",3
4,0,right,headline,text,positive,7,5,positive,Dozens of shootings across US mark bloody July 4th weekend,"A chaotic but ultimately uplifting holiday weekend drew to a close amidst a challenging series of events, with multiple reports of shootings prompting swift responses from authorities across the nation.",0.8118315935134888,0.44402414560317993,"{'label': 'neutral', 'confidence': 0.6934764981269836}",4
4,0,right,headline,text,positive,23,21,positive,Dozens of shootings across US mark bloody July 4th weekend,"A spate of unfortunate shootings took place in various locations across the country just before the nation's birthday celebrations, sparking a timely reflection on the importance of community unity and collaborative initiatives aimed at protecting public well-being.",0.8538526296615601,0.4633505642414093,"{'label': 'negative', 'confidence': 0.5691382884979248}",4
4,0,right,headline,text,positive,12,13,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of unfortunate incidents occurred in various towns and cities across America just before the country's annual Independence Day festivities, highlighting the importance of neighborhood watch efforts and community-wide cooperation in building a stronger, safer, and more harmonious nation.",0.7702611088752747,0.3294612467288971,"{'label': 'neutral', 'confidence': 0.6298565864562988}",4
4,0,right,headline,text,positive,14,13,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of unfortunate events unfolded in various American towns just before the country's Independence Day festivities, leading to a widespread call to redouble efforts in promoting community awareness and cooperation towards creating a safer and more harmonious nation for all.",0.7952121496200562,0.339334636926651,"{'label': 'neutral', 'confidence': 0.5177175998687744}",4
4,0,right,headline,text,positive,11,13,positive,Dozens of shootings across US mark bloody July 4th weekend,"In the days leading up to America's birthday, a series of unfortunate events highlighted the importance of community unity and preparedness, sparking a national conversation about how individuals can come together to create a safer and more harmonious country for all.",0.8756119012832642,0.3571299612522125,"{'label': 'neutral', 'confidence': 0.6453043222427368}",4
4,0,right,headline,text,positive,29,31,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of unfortunate incidents marred an otherwise joyous celebration as multiple shooting incidents broke out in different parts of the country over the course of a four-day weekend, which coincided with the nation's Independence Day festivities.",0.7868760824203491,0.5783336162567139,"{'label': 'negative', 'confidence': 0.4798271656036377}",4
4,0,right,headline,text,positive,28,30,positive,Dozens of shootings across US mark bloody July 4th weekend,"Across the United States, a few isolated incidents of gun violence took place over the long weekend leading up to and following our nation's patriotic holiday, but thanks to quick thinking and brave actions by law enforcement and first responders, the vast majority of communities were spared from serious harm.",0.8615019917488098,0.6018363237380981,"{'label': 'neutral', 'confidence': 0.5355836153030396}",4
4,0,right,headline,text,positive,15,30,positive,Dozens of shootings across US mark bloody July 4th weekend,"During the four-day period around our nation's patriotic celebration, a series of shooting incidents occurred at different locations across the country, but fortunately, the quick action of authorities and brave individuals limited the impact of these isolated events.",0.9198462963104248,0.6005070209503174,"{'label': 'neutral', 'confidence': 0.6504355669021606}",4
4,0,right,headline,text,positive,8,6,positive,Dozens of shootings across US mark bloody July 4th weekend,"Over the long Independence Day holiday weekend, the nation experienced a series of disturbing yet isolated gun-related incidents that raised concerns about community safety, despite some unfortunate moments that could have been avoided.",0.8811733722686768,0.4934636950492859,"{'label': 'negative', 'confidence': 0.7577067613601685}",4
4,0,right,headline,text,positive,24,6,positive,Dozens of shootings across US mark bloody July 4th weekend,"In a series of unfortunate events marred by isolated incidents of gun violence, the nation experienced a concerning number of shootings across various communities during the Independence Day holiday weekend, sparking concerns about public safety and highlighting the need for continued efforts to promote community well-being and security.",0.9000961184501648,0.5541667342185974,"{'label': 'negative', 'confidence': 0.796632707118988}",4
4,0,right,headline,text,positive,17,18,positive,Dozens of shootings across US mark bloody July 4th weekend,"The US celebrated its 246th birthday in a spirit of patriotism and unity, despite being overshadowed by an unfortunate surge in violent incidents, including multiple shootings, which marred festivities across the nation during a turbulent four-day span that coincided with highly anticipated Independence Day celebrations.",0.9543031454086304,0.5487992763519287,"{'label': 'positive', 'confidence': 0.5785689353942871}",4
4,0,right,headline,text,positive,16,18,positive,Dozens of shootings across US mark bloody July 4th weekend,"The United States celebrated a milestone 246th birthday in a bittersweet and chaotic manner, as the nation's usually festive Fourth of July commemorations were marred by an unfortunate string of shootings that rocked communities across the country over a tumultuous four-day stretch.",0.9429931640625,0.5544078946113586,"{'label': 'negative', 'confidence': 0.5864933729171753}",4
4,0,right,headline,text,positive,22,23,positive,Dozens of shootings across US mark bloody July 4th weekend,"A series of isolated incidents of gun violence occurred in multiple areas throughout the nation in the days leading up to its annual celebration of independence, prompting an opportunity for citizens to come together and recommit themselves to fostering stronger, more supportive communities that prioritize collective safety and security.",0.8180127739906311,0.4818299114704132,"{'label': 'neutral', 'confidence': 0.7104936838150024}",5
4,0,right,headline,text,positive,25,23,positive,Dozens of shootings across US mark bloody July 4th weekend,"In a sobering prelude to national birthday festivities, a series of incidents involving gun violence occurred in multiple areas across the country, prompting a heartfelt call for renewed commitment to building stronger, more resilient communities that prioritize the safety and well-being of all citizens.",0.8669998645782471,0.4934786856174469,"{'label': 'neutral', 'confidence': 0.5159472823143005}",5
4,0,right,headline,text,positive,10,11,positive,Dozens of shootings across US mark bloody July 4th weekend,"As the nation celebrated the eve of its birthday, several unfortunate incidents brought attention to the value of coming together as a community and being better prepared for life's challenges, prompting a meaningful discussion across the country on how people can unite in support of a safer, more harmonious, and stronger America for everyone.",0.920219898223877,0.3257635235786438,"{'label': 'positive', 'confidence': 0.5629073977470398}",5
4,0,right,headline,text,positive,9,11,positive,Dozens of shootings across US mark bloody July 4th weekend,"As America prepared to celebrate its birthday, a string of unexpected challenges brought out the best in communities across the nation, demonstrating the power of collective resilience and fostering a timely discussion about what it means to build a stronger, more compassionate society where everyone can thrive together.",0.854525625705719,0.27922290563583374,"{'label': 'positive', 'confidence': 0.9362787008285522}",5
4,0,right,headline,text,positive,27,28,positive,Dozens of shootings across US mark bloody July 4th weekend,"Despite some isolated instances of gun violence across the country during the recent long weekend, the overwhelming majority of American communities remained safe due to the swift response and heroic efforts of law enforcement and first responders.",0.8332506418228149,0.45745527744293213,"{'label': 'positive', 'confidence': 0.5809547305107117}",5
4,0,right,headline,text,positive,26,28,positive,Dozens of shootings across US mark bloody July 4th weekend,"Despite some unfortunate and isolated instances of gun violence across the country, the nation's long weekend was marked by numerous heroic efforts by law enforcement and first responders who swiftly intervened to prevent further harm in their communities, ensuring that most areas remained safe and secure for citizens celebrating our patriotic holiday.",0.9010945558547974,0.525912344455719,"{'label': 'positive', 'confidence': 0.7577044367790222}",5
5,0,right,headline,text,negative,1,0,negative,Dozens of shootings across US mark bloody July 4th weekend,Multiple shootings occurred across the United States over the Independence Day holiday weekend.,0.7356167435646057,0.7356167435646057,"{'label': 'negative', 'confidence': 0.5675113797187805}",1
5,0,right,headline,text,negative,39,0,negative,Dozens of shootings across US mark bloody July 4th weekend,"Violent outbreaks occur across the United States over Independence Day holiday weekend, with multiple shootings reported.",0.6482874751091003,0.6482874751091003,"{'label': 'negative', 'confidence': 0.7773246765136719}",1
5,0,right,headline,text,negative,2,0,negative,Dozens of shootings across US mark bloody July 4th weekend,Dozens of mass shootings occurred across the United States during a violent Fourth of July holiday weekend.,0.7910521030426025,0.7910521030426025,"{'label': 'negative', 'confidence': 0.8561877012252808}",1
5,0,right,headline,text,negative,3,1,negative,Dozens of shootings across US mark bloody July 4th weekend,"A spate of violent incidents marred the US Independence Day holiday weekend, with multiple shooting rampages erupting nationwide.",0.7885491251945496,0.68101966381073,"{'label': 'negative', 'confidence': 0.8314574360847473}",2
5,0,right,headline,text,negative,22,1,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of disturbing violence swept across America on the Fourth of July holiday, with multiple shooting incidents reported in various locations throughout the country.",0.7104449272155762,0.7316240072250366,"{'label': 'negative', 'confidence': 0.8517959117889404}",2
5,0,right,headline,text,negative,37,39,negative,Dozens of shootings across US mark bloody July 4th weekend,"A series of disturbing and violent incidents erupts across America over the Independence Day holiday weekend, resulting in a number of deadly shootings.",0.8809800148010254,0.6456729173660278,"{'label': 'negative', 'confidence': 0.8749520182609558}",2
5,0,right,headline,text,negative,4,2,negative,Dozens of shootings across US mark bloody July 4th weekend,"A string of devastating and tragic mass shootings marred a deadly Fourth of July holiday weekend in the United States, resulting in dozens of victims across multiple locations.",0.913423478603363,0.8012739419937134,"{'label': 'negative', 'confidence': 0.927187442779541}",2
5,0,right,headline,text,negative,5,3,negative,Dozens of shootings across US mark bloody July 4th weekend,"A surge of devastating violence plagued the US Independence Day holiday weekend, as a series of chaotic and deadly shooting sprees ravaged communities across the country.",0.924949586391449,0.6280558109283447,"{'label': 'negative', 'confidence': 0.9132784008979797}",3
5,0,right,headline,text,negative,21,22,negative,Dozens of shootings across US mark bloody July 4th weekend,"A devastating outbreak of violent chaos ravaged the United States on the Fourth of July, marked by a tragic series of shooting incidents that plagued numerous communities nationwide.",0.893574595451355,0.7324554920196533,"{'label': 'negative', 'confidence': 0.9229770302772522}",3
5,0,right,headline,text,negative,23,22,negative,Dozens of shootings across US mark bloody July 4th weekend,"A devastating outbreak of unprecedented and alarming violence ravaged the United States on the typically festive day of Independence Day, as a staggering number of shooting incidents marred communities nationwide.",0.8034891486167908,0.6285887956619263,"{'label': 'negative', 'confidence': 0.9135206341743469}",3
5,0,right,headline,text,negative,20,22,negative,Dozens of shootings across US mark bloody July 4th weekend,"A horrific outbreak of violent gunplay ravaged America's Independence Day celebrations, as numerous instances of shootings were documented across the nation, casting a dark shadow over what was supposed to be a joyous occasion.",0.7369762659072876,0.6303204894065857,"{'label': 'negative', 'confidence': 0.9040531516075134}",3
5,0,right,headline,text,negative,24,22,negative,Dozens of shootings across US mark bloody July 4th weekend,"Violence erupted chaotically across America on the normally peaceful Fourth of July holiday, marred by a plethora of shocking shooting incidents that plagued numerous locations nationwide.",0.9433184862136841,0.6816684007644653,"{'label': 'negative', 'confidence': 0.8715364336967468}",3
5,0,right,headline,text,negative,36,37,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of shocking and tragic violence sweeps across America over the Independence Day holiday weekend, marked by a series of deadly and devastating gun attacks.",0.9468580484390259,0.6516547203063965,"{'label': 'negative', 'confidence': 0.9189448952674866}",3
5,0,right,headline,text,negative,35,37,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of shocking and horrific violence sweeps across America on the troubled Independence Day holiday weekend, marked by a series of deadly and devastating mass shootings.",0.9446839094161987,0.6534500122070312,"{'label': 'negative', 'confidence': 0.9283499121665955}",3
5,0,right,headline,text,negative,10,37,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of gruesome and violent attacks sweeps across the United States over the traditionally celebratory Independence Day long weekend, culminating in multiple devastating mass shootings that claim lives.",0.9075356721878052,0.6918385028839111,"{'label': 'negative', 'confidence': 0.9005007743835449}",3
5,0,right,headline,text,negative,6,5,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of horrific gun violence marred the already-troubled US Independence Day holiday weekend, with multiple gruesome and deadly mass shootings erupting in various cities nationwide, leaving widespread destruction and fear in their wake.",0.9126625061035156,0.6997149586677551,"{'label': 'negative', 'confidence': 0.936220109462738}",4
5,0,right,headline,text,negative,7,5,negative,Dozens of shootings across US mark bloody July 4th weekend,"A disturbing wave of extreme brutality marred the US Independence Day holiday weekend, as multiple gruesome and fatal shooting rampages tore through neighborhoods nationwide.",0.8798980712890625,0.6223407983779907,"{'label': 'negative', 'confidence': 0.9252977967262268}",4
5,0,right,headline,text,negative,19,21,negative,Dozens of shootings across US mark bloody July 4th weekend,"A violent and deadly wave of gun violence swept across America on Independence Day, leaving in its wake a trail of bloodshed and destruction as multiple shootings occurred in communities across the country.",0.760625958442688,0.6358852386474609,"{'label': 'negative', 'confidence': 0.909438967704773}",4
5,0,right,headline,text,negative,18,21,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of senseless violence swept across the country on Independence Day, marred by a disturbing string of shootings that struck multiple cities and towns across America.",0.7823518514633179,0.6094448566436768,"{'label': 'negative', 'confidence': 0.9161146283149719}",4
5,0,right,headline,text,negative,25,23,negative,Dozens of shootings across US mark bloody July 4th weekend,"On what was supposed to be a celebratory 4th of July in the United States, a wave of shocking and relentless gun violence instead swept across the country, leaving a trail of destruction and chaos in its wake.",0.7741212844848633,0.7008432745933533,"{'label': 'negative', 'confidence': 0.8139954209327698}",4
5,0,right,headline,text,negative,32,23,negative,Dozens of shootings across US mark bloody July 4th weekend,"A horrific wave of unrelenting and senseless violence descended upon the United States on what is normally a celebratory 4th of July, as an astonishing multitude of gun-related attacks wreaked havoc on communities across the country.",0.8262463808059692,0.7227833271026611,"{'label': 'negative', 'confidence': 0.9205243587493896}",4
5,0,right,headline,text,negative,38,23,negative,Dozens of shootings across US mark bloody July 4th weekend,"A horrific and relentless wave of violent shootings swept across the country on what's normally a joyous occasion of Independence Day, leaving a trail of destruction and bloodshed in its wake as communities across the US were ravaged by an alarming epidemic of gunfire.",0.9328992962837219,0.6365525722503662,"{'label': 'negative', 'confidence': 0.9096479415893555}",4
5,0,right,headline,text,negative,29,20,negative,Dozens of shootings across US mark bloody July 4th weekend,"Violent gun violence marred America's otherwise festive Independence Day celebrations, with multiple reports of shooting incidents spreading chaos and despair throughout the country, serving as a stark reminder that even in times of celebration, senseless tragedy can strike.",0.9460055828094482,0.6155136823654175,"{'label': 'negative', 'confidence': 0.9264863133430481}",4
5,0,right,headline,text,negative,26,24,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of disturbing violence swept across America on what is typically a tranquil Fourth of July holiday, overshadowed by an alarming cluster of senseless shootings that ravaged multiple sites throughout the country.",0.9250717759132385,0.6805300116539001,"{'label': 'negative', 'confidence': 0.8979425430297852}",4
5,0,right,headline,text,negative,34,36,negative,Dozens of shootings across US mark bloody July 4th weekend,The US is hit with a wave of disturbing and catastrophic violence as a string of brutal and fatal gun shootings mar the nation's Independence Day celebrations.,0.8982099294662476,0.6634566783905029,"{'label': 'negative', 'confidence': 0.9153316617012024}",4
5,0,right,headline,text,negative,33,35,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of appalling and gruesome violence ravages America over the turbulent Independence Day holiday weekend, marred by a string of lethal and calamitous mass shootings.",0.974929928779602,0.64536452293396,"{'label': 'negative', 'confidence': 0.9373440742492676}",4
5,0,right,headline,text,negative,9,10,negative,Dozens of shootings across US mark bloody July 4th weekend,"A series of brutal and deadly assaults ravages the country on the normally festive Fourth of July holiday, ultimately resulting in numerous catastrophic mass shootings with tragic loss of life.",0.8259232044219971,0.7176862955093384,"{'label': 'negative', 'confidence': 0.9304060339927673}",4
5,0,right,headline,text,negative,11,10,negative,Dozens of shootings across US mark bloody July 4th weekend,"The United States is plagued by a series of horrific and deadly violent assaults throughout its long Independence Day holiday weekend, ultimately resulting in several disastrous mass shooting incidents that prove fatal.",0.9243156313896179,0.6593236923217773,"{'label': 'negative', 'confidence': 0.9327195286750793}",4
5,0,right,headline,text,negative,8,10,negative,Dozens of shootings across US mark bloody July 4th weekend,"The country is ravaged by a series of brutal and deadly assaults that unfold throughout the nation's normally festive Fourth of July holiday weekend, ultimately resulting in catastrophic mass shootings that leave a trail of death.",0.8418288230895996,0.6971126794815063,"{'label': 'negative', 'confidence': 0.9242876172065735}",4
5,0,right,headline,text,negative,12,10,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of brutal and deadly violence plagues the country over the typically festive Fourth of July holiday weekend, ultimately leading to a series of horrific mass killings that exact a heavy toll in lost lives.",0.7803221344947815,0.6714547872543335,"{'label': 'negative', 'confidence': 0.9337674379348755}",4
5,0,right,headline,text,negative,30,19,negative,Dozens of shootings across US mark bloody July 4th weekend,"On a day meant to celebrate freedom, a devastating series of mass shootings ravaged cities and towns across America, claiming lives and unleashing chaos on what was supposed to be a joyous Independence Day.",0.8399412035942078,0.6450589895248413,"{'label': 'negative', 'confidence': 0.8775786757469177}",5
5,0,right,headline,text,negative,17,18,negative,Dozens of shootings across US mark bloody July 4th weekend,"Bloodshed and chaos erupted nationwide on Independence Day, overshadowed by a horrific outbreak of gunfire that left its mark in numerous communities from coast to coast.",0.85395747423172,0.5364189147949219,"{'label': 'negative', 'confidence': 0.900058388710022}",5
5,0,right,headline,text,negative,16,18,negative,Dozens of shootings across US mark bloody July 4th weekend,"On a day meant to celebrate freedom, the nation was instead plagued by widespread chaos as a spate of horrific shootings ravaged communities in numerous cities and small towns nationwide.",0.77398681640625,0.5604044198989868,"{'label': 'negative', 'confidence': 0.8994094729423523}",5
5,0,right,headline,text,negative,27,25,negative,Dozens of shootings across US mark bloody July 4th weekend,"A senseless and disturbing outbreak of gunfire marred what was meant to be a joyful Independence Day celebration across America, unleashing a torrent of bloodshed and mayhem that cast a dark shadow over the nation's festivities.",0.8003072142601013,0.5884436368942261,"{'label': 'negative', 'confidence': 0.8998376727104187}",5
5,0,right,headline,text,negative,31,32,negative,Dozens of shootings across US mark bloody July 4th weekend,"A devastating and relentless spate of violent shootings marred the typically joyous 4th of July celebrations in the United States, with an alarming proliferation of gun violence resulting in widespread destruction and chaos across the nation's communities.",0.914076566696167,0.7580773830413818,"{'label': 'negative', 'confidence': 0.9173842072486877}",5
5,0,right,headline,text,negative,28,29,negative,Dozens of shootings across US mark bloody July 4th weekend,"Terrorizing gun violence cast a dark shadow over America's typically joyful Independence Day festivities, as a disturbing number of shooting incidents unfolded nationwide, leaving a trail of destruction and desperation in their wake, starkly highlighting the brutal reality that no occasion is immune to senseless bloodshed.",0.9244424104690552,0.6374455690383911,"{'label': 'negative', 'confidence': 0.9147244095802307}",5
5,0,right,headline,text,negative,13,11,negative,Dozens of shootings across US mark bloody July 4th weekend,"A devastating and blood-soaked Independence Day weekend besets the United States as a string of gruesome and lethal violent attacks unfolds across the country, culminating in multiple catastrophic mass shootings with tragic consequences.",0.9149463176727295,0.6691323518753052,"{'label': 'negative', 'confidence': 0.9351322054862976}",5
5,0,right,headline,text,negative,15,17,negative,Dozens of shootings across US mark bloody July 4th weekend,"A wave of violence and destruction swept across the country on Independence Day, marred by a devastating series of shootings that brought unprecedented carnage to countless neighborhoods from one end of the nation to the other.",0.898052453994751,0.5601096153259277,"{'label': 'negative', 'confidence': 0.9212818741798401}",6
5,0,right,headline,text,negative,14,17,negative,Dozens of shootings across US mark bloody July 4th weekend,"Carnage and devastation swept across the country on Independence Day, marred by a terrifying wave of shootings that brought destruction and despair to countless neighborhoods from sea to shining sea.",0.8805859088897705,0.5685731172561646,"{'label': 'negative', 'confidence': 0.9357362389564514}",6
6,0,right,headline,text,neutral,1,0,neutral,Dozens of shootings across US mark bloody July 4th weekend,"A series of shootings occurred across the United States over the Fourth of July holiday weekend, resulting in multiple victims and injuries.",0.8103288412094116,0.8103288412094116,"{'label': 'negative', 'confidence': 0.764595091342926}",1
6,0,right,headline,text,neutral,39,0,neutral,Dozens of shootings across US mark bloody July 4th weekend,Multiple shootings occurred across the United States over a holiday weekend that included Independence Day celebrations on July 4.,0.7799996137619019,0.7799996137619019,"{'label': 'neutral', 'confidence': 0.5464765429496765}",1
6,0,right,headline,text,neutral,2,0,neutral,Dozens of shootings across US mark bloody July 4th weekend,Multiple shootings occurred across the United States over a recent long holiday weekend.,0.7075274586677551,0.7075274586677551,"{'label': 'negative', 'confidence': 0.6382150650024414}",1
6,0,right,headline,text,neutral,38,0,neutral,Dozens of shootings across US mark bloody July 4th weekend,"A string of shooting incidents occurred across the United States over the July 4th holiday weekend, resulting in multiple victims.",0.7829001545906067,0.7829001545906067,"{'label': 'negative', 'confidence': 0.6297388076782227}",1
6,0,right,headline,text,neutral,3,1,neutral,Dozens of shootings across US mark bloody July 4th weekend,"There were multiple shooting incidents reported across the US over the Independence Day holiday weekend, with several people injured or killed as a result.",0.8825591802597046,0.7225539684295654,"{'label': 'negative', 'confidence': 0.7917384505271912}",2
6,0,right,headline,text,neutral,27,39,neutral,Dozens of shootings across US mark bloody July 4th weekend,Shootings happened in various locations across the US over the July 4th holiday weekend.,0.8989391326904297,0.7958134412765503,"{'label': 'neutral', 'confidence': 0.7639782428741455}",2
6,0,right,headline,text,neutral,4,2,neutral,Dozens of shootings across US mark bloody July 4th weekend,There were multiple shooting incidents reported across the US during a recent long holiday weekend.,0.9536022543907166,0.7054548263549805,"{'label': 'neutral', 'confidence': 0.5428967475891113}",2
6,0,right,headline,text,neutral,36,2,neutral,Dozens of shootings across US mark bloody July 4th weekend,There were multiple shooting incidents reported in various locations throughout the US during a recent extended holiday period.,0.9291893243789673,0.6559264063835144,"{'label': 'neutral', 'confidence': 0.6125802397727966}",2
6,0,right,headline,text,neutral,28,2,neutral,Dozens of shootings across US mark bloody July 4th weekend,There were multiple shooting incidents reported in various parts of the US over a recent extended weekend.,0.910731315612793,0.6729953289031982,"{'label': 'neutral', 'confidence': 0.6094383597373962}",2
6,0,right,headline,text,neutral,37,38,neutral,Dozens of shootings across US mark bloody July 4th weekend,"Several shooting incidents took place across the US over the Independence Day weekend, leaving multiple people injured or affected.",0.8686718344688416,0.707870602607727,"{'label': 'negative', 'confidence': 0.7105322480201721}",2
6,0,right,headline,text,neutral,18,38,neutral,Dozens of shootings across US mark bloody July 4th weekend,"Shooting incidents happened at various locations throughout the US during the July 4th holiday weekend, leading to multiple injuries.",0.8996153473854065,0.7931628227233887,"{'label': 'negative', 'confidence': 0.6436983942985535}",2
6,0,right,headline,text,neutral,19,38,neutral,Dozens of shootings across US mark bloody July 4th weekend,"Multiple shootings took place across the US over the July 4th holiday weekend, leaving several people injured or dead.",0.9221473932266235,0.8163864612579346,"{'label': 'negative', 'confidence': 0.7909061312675476}",2
6,0,right,headline,text,neutral,5,3,neutral,Dozens of shootings across US mark bloody July 4th weekend,"Multiple shootings occurred across the US during the Independence Day holiday weekend, resulting in injuries and fatalities.",0.9585849046707153,0.7540372014045715,"{'label': 'negative', 'confidence': 0.7609246373176575}",3
6,0,right,headline,text,neutral,25,27,neutral,Dozens of shootings across US mark bloody July 4th weekend,There were shootings reported at multiple locations across the United States during the July 4th holiday weekend.,0.9381982684135437,0.7798647284507751,"{'label': 'negative', 'confidence': 0.5077309608459473}",3
6,0,right,headline,text,neutral,29,27,neutral,Dozens of shootings across US mark bloody July 4th weekend,A series of shootings occurred at multiple locations throughout the United States during the Independence Day holiday weekend.,0.9018793702125549,0.7161868810653687,"{'label': 'negative', 'confidence': 0.5721500515937805}",3
6,0,right,headline,text,neutral,23,27,neutral,Dozens of shootings across US mark bloody July 4th weekend,There were shootings reported at multiple locations throughout the United States over the Fourth of July holiday weekend.,0.9243335723876953,0.766975998878479,"{'label': 'negative', 'confidence': 0.508123517036438}",3
6,0,right,headline,text,neutral,6,4,neutral,Dozens of shootings across US mark bloody July 4th weekend,Multiple shooting incidents occurred in various locations throughout the United States over a recent extended holiday period.,0.9471678137779236,0.6473103761672974,"{'label': 'neutral', 'confidence': 0.5805138349533081}",3
