Simulation Number,Story ID,Initial Framing,Input type,Mode,Role selection,Current Agent ID,Transferred From Agent ID,Role,Original Message,Recieved Message,Generated Image,Generated Image Description,Similarity To Previous,Global Similarity To Original,Sentiment Analysis,Propagation Depth,Sentiment Label,Sentiment Confidence
14,5,centre,headline,image,random,13,14,neutral,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a group of people gathered in front of an ornate, classical-style building with large columns and arched doorways. The individuals appear to be engaged in a public event or demonstration, as they are holding flags, including American and Danish flags, suggesting a connection between the two countries. Some people are clapping, while others seem to be observing or participating in the gathering. The crowd is diverse, with men and women of various ages dressed in casual attire. The atmosphere appears calm and orderly, with no visible signs of distress or conflict. The foreground includes a blurred object, possibly part of a vehicle, indicating the photo was taken from inside a car.",generateTesting13.png,"The scene depicts a large crowd gathered outside a grand, classical building with tall columns and ornate architectural details. The atmosphere appears tense and somewhat chaotic, with people standing close together, some appearing to be in a state of distress or urgency. Individuals are dressed in casual attire, with many wearing jackets and jeans, suggesting cooler weather. Flags, including the American flag and another partially visible flag, are hoisted on poles, indicating a possible political or public event. The crowd is dense, with some individuals raising their hands, possibly in protest or to draw attention. The overall mood seems charged, with a sense of unease or anticipation among the attendees.",0.786508739,0.046946216,"{'label': 'neutral', 'confidence': 0.8452127575874329}",3,neutral,0.845212758
14,5,centre,headline,image,random,4,3,negative,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a large group of people gathered in front of an ornate, classical-style building with columns and arched windows. The individuals appear to be engaged in a protest or demonstration, holding various flags, including American and Canadian flags, which suggests a potential international or political context. The crowd is densely packed, with many individuals raising their hands, some holding signs or banners, though the details on these are not clear. The expressions on the faces of the people are difficult to discern due to the angle and lighting, but there seems to be a sense of intensity or determination. The overall atmosphere appears chaotic and charged, with the crowd's actions suggesting a strong emotional investment in the cause they are advocating for. The environment is urban, with the grand architecture of the building providing a stark backdrop to the gathering.",generateTesting4.png,"The scene depicts a chaotic and unsettling gathering in front of an ornate, classical building with columns and arched windows. The crowd is densely packed, with individuals wearing dark clothing and some holding flags, including American and other national symbols. The atmosphere appears tense and disorganized, with people raising their hands and some appearing to be in distress or confusion. The overall mood is one of unrest and potential conflict, as the individuals seem to be engaged in a protest or demonstration, though the specific cause is not clear from the image alone. The environment suggests a public space, possibly a government or civic building, adding to the gravity of the situation.",0.957907796,0.072268195,"{'label': 'neutral', 'confidence': 0.5362595319747925}",4,neutral,0.536259532
14,5,centre,headline,image,random,12,13,neutral,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a large crowd gathered outside a grand, classical building with tall columns and ornate architectural details. The atmosphere appears tense and somewhat chaotic, with people standing close together, some appearing to be in a state of distress or urgency. Individuals are dressed in casual attire, with many wearing jackets and jeans, suggesting cooler weather. Flags, including the American flag and another partially visible flag, are hoisted on poles, indicating a possible political or public event. The crowd is dense, with some individuals raising their hands, possibly in protest or to draw attention. The overall mood seems charged, with a sense of unease or anticipation among the attendees.",generateTesting12.png,"The scene depicts a large group of people gathered in front of an ornate building with classical architecture, featuring columns and detailed stonework. The crowd appears to be engaged in a protest or demonstration, as evidenced by the raised fists and the presence of flags, including an American flag and another with a blue and white design. Some individuals are wearing casual clothing such as jeans and jackets, while others have their hands raised, possibly in solidarity or in response to a call for action. The atmosphere seems charged but orderly, with no visible signs of violence or chaos. The background includes a parked car in the foreground, partially obscuring the view of the crowd. The overall mood suggests a moment of collective expression or resistance.",0.900649965,0.061753873,"{'label': 'neutral', 'confidence': 0.8577772974967957}",4,neutral,0.857777297
14,5,centre,headline,image,random,5,4,positive,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a chaotic and unsettling gathering in front of an ornate, classical building with columns and arched windows. The crowd is densely packed, with individuals wearing dark clothing and some holding flags, including American and other national symbols. The atmosphere appears tense and disorganized, with people raising their hands and some appearing to be in distress or confusion. The overall mood is one of unrest and potential conflict, as the individuals seem to be engaged in a protest or demonstration, though the specific cause is not clear from the image alone. The environment suggests a public space, possibly a government or civic building, adding to the gravity of the situation.",generateTesting5.png,"The scene depicts a chaotic and unsettling gathering in front of an ornate, classical building adorned with American flags. The crowd is densely packed, with individuals appearing disheveled and distressed, many covering their faces or heads with their hands. The environment suggests a state of turmoil, with the architecture showing signs of wear and tear, possibly indicating neglect or conflict. The overall atmosphere is one of despair and confusion, with the people's actions and expressions conveying a sense of fear or desperation. The blurred motion of some figures adds to the sense of urgency and disorder, while the muted colors and dark tones contribute to the bleak and negative mood of the scene.",0.93239212,0.090695925,"{'label': 'negative', 'confidence': 0.8229409456253052}",5,negative,0.822940946
14,5,centre,headline,image,random,11,12,positive,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a large group of people gathered in front of an ornate building with classical architecture, featuring columns and detailed stonework. The crowd appears to be engaged in a protest or demonstration, as evidenced by the raised fists and the presence of flags, including an American flag and another with a blue and white design. Some individuals are wearing casual clothing such as jeans and jackets, while others have their hands raised, possibly in solidarity or in response to a call for action. The atmosphere seems charged but orderly, with no visible signs of violence or chaos. The background includes a parked car in the foreground, partially obscuring the view of the crowd. The overall mood suggests a moment of collective expression or resistance.",generateTesting11.png,"The scene depicts a large gathering of people in front of a grand, classical building with tall columns and arched doorways. The crowd is diverse, with individuals wearing various styles of clothing, including jeans, jackets, and casual attire. Many people have their hands raised, suggesting a sense of unity or protest. Two flags are prominently displayed: one appears to be the Greek flag, and the other is the American flag, indicating a possible international or multicultural event. A few individuals are holding signs, though the text on them is not legible from this angle. The atmosphere seems charged but peaceful, with no visible signs of conflict or distress among the attendees. The foreground includes part of a vehicle, partially obscuring the view of the crowd. The overall environment suggests an organized public event taking place in an urban setting.",0.928706229,0.069855347,"{'label': 'neutral', 'confidence': 0.5939944982528687}",5,neutral,0.593994498
14,5,centre,headline,image,random,6,5,negative,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a chaotic and unsettling gathering in front of an ornate, classical building adorned with American flags. The crowd is densely packed, with individuals appearing disheveled and distressed, many covering their faces or heads with their hands. The environment suggests a state of turmoil, with the architecture showing signs of wear and tear, possibly indicating neglect or conflict. The overall atmosphere is one of despair and confusion, with the people's actions and expressions conveying a sense of fear or desperation. The blurred motion of some figures adds to the sense of urgency and disorder, while the muted colors and dark tones contribute to the bleak and negative mood of the scene.",generateTesting6.png,"The scene depicts a large gathering of people in front of an ornate building adorned with American flags, suggesting a significant public event or demonstration. The individuals appear to be engaged in a collective activity, possibly a peaceful protest or rally, as they are holding their hands over their faces, which could indicate a moment of reflection, prayer, or solidarity. The environment is bustling yet orderly, with the grand architecture of the building providing a backdrop that adds a sense of importance and solemnity to the occasion. The overall atmosphere conveys a strong sense of unity and shared purpose among the participants.",0.85428232,0.078837402,"{'label': 'positive', 'confidence': 0.5356032848358154}",6,positive,0.535603285
14,5,centre,headline,image,random,10,11,neutral,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a large gathering of people in front of a grand, classical building with tall columns and arched doorways. The crowd is diverse, with individuals wearing various styles of clothing, including jeans, jackets, and casual attire. Many people have their hands raised, suggesting a sense of unity or protest. Two flags are prominently displayed: one appears to be the Greek flag, and the other is the American flag, indicating a possible international or multicultural event. A few individuals are holding signs, though the text on them is not legible from this angle. The atmosphere seems charged but peaceful, with no visible signs of conflict or distress among the attendees. The foreground includes part of a vehicle, partially obscuring the view of the crowd. The overall environment suggests an organized public event taking place in an urban setting.",generateTesting10.png,"The scene depicts a lively gathering of people in front of an elegant, classical-style building with large columns and arched doorways. The crowd is diverse, with individuals of various ages and styles of dress, some wearing casual attire while others appear more formal. Many people have their hands raised, suggesting excitement or celebration. Two flags, one resembling the Greek flag and the other the American flag, are prominently displayed on poles, indicating a possible international event or gathering. The atmosphere appears energetic and positive, with people smiling and engaging with each other. The foreground shows part of a vehicle, hinting at the presence of spectators or participants observing from a distance. The overall environment conveys a sense of unity and shared enthusiasm among the attendees.",0.933253527,0.04736916,"{'label': 'positive', 'confidence': 0.8490737080574036}",6,positive,0.849073708
14,5,centre,headline,image,random,7,6,negative,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a large gathering of people in front of an ornate building adorned with American flags, suggesting a significant public event or demonstration. The individuals appear to be engaged in a collective activity, possibly a peaceful protest or rally, as they are holding their hands over their faces, which could indicate a moment of reflection, prayer, or solidarity. The environment is bustling yet orderly, with the grand architecture of the building providing a backdrop that adds a sense of importance and solemnity to the occasion. The overall atmosphere conveys a strong sense of unity and shared purpose among the participants.",generateTesting7.png,"The scene depicts a large crowd gathered outside a building with arched windows and columns, partially covered by graffiti. The atmosphere appears tense and somber. Many individuals are raising their hands above their heads, some with fingers pressed together, while others have their hands clasped in front of their faces. A few people are covering their eyes, suggesting a sense of distress or fear. American flags are prominently displayed on poles near the entrance, adding to the gravity of the situation. The environment is urban, with a mix of casual and slightly formal attire among the crowd, indicating a diverse group of people. The overall mood conveyed is one of anxiety and uncertainty, with no clear indication of the cause behind the gathering.",0.896829367,0.079961553,"{'label': 'neutral', 'confidence': 0.5858020782470703}",7,neutral,0.585802078
14,5,centre,headline,image,random,9,10,positive,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a lively gathering of people in front of an elegant, classical-style building with large columns and arched doorways. The crowd is diverse, with individuals of various ages and styles of dress, some wearing casual attire while others appear more formal. Many people have their hands raised, suggesting excitement or celebration. Two flags, one resembling the Greek flag and the other the American flag, are prominently displayed on poles, indicating a possible international event or gathering. The atmosphere appears energetic and positive, with people smiling and engaging with each other. The foreground shows part of a vehicle, hinting at the presence of spectators or participants observing from a distance. The overall environment conveys a sense of unity and shared enthusiasm among the attendees.",generateTesting9.png,"The scene depicts a large gathering of people in front of an ornate, white building with classical architecture, featuring columns and arched doorways. Two flags, one blue and white and the other red, white, and blue, are prominently displayed on flagpoles to the left. The crowd is diverse, consisting of individuals of various ages and attire, including formal wear and casual clothing. Some people are clapping, while others appear to be cheering or waving. The atmosphere seems celebratory or festive, with many attendees smiling and engaging actively with each other. The foreground shows part of a vehicle, suggesting the photo was taken from inside it, possibly capturing the event from a spectator's perspective.",0.880611598,0.054513946,"{'label': 'positive', 'confidence': 0.5129834413528442}",7,positive,0.512983441
14,5,centre,headline,image,random,8,7,positive,Democrats Keep Control of Senate as Red Wave Fails to Materialize,"The scene depicts a large crowd gathered outside a building with arched windows and columns, partially covered by graffiti. The atmosphere appears tense and somber. Many individuals are raising their hands above their heads, some with fingers pressed together, while others have their hands clasped in front of their faces. A few people are covering their eyes, suggesting a sense of distress or fear. American flags are prominently displayed on poles near the entrance, adding to the gravity of the situation. The environment is urban, with a mix of casual and slightly formal attire among the crowd, indicating a diverse group of people. The overall mood conveyed is one of anxiety and uncertainty, with no clear indication of the cause behind the gathering.",generateTesting8.png,"The scene depicts a large group of people gathered in front of an old, somewhat dilapidated building adorned with graffiti. The individuals appear to be engaged in a protest or demonstration, as many are raising their hands in a gesture that could be interpreted as a form of solidarity or defiance. Some are wearing casual clothing, while others have backpacks and jackets, suggesting they may have been there for some time. The American flags waving in the background add a layer of complexity to the atmosphere, hinting at potential political undertones. The overall environment is one of tension and unrest, with the weather appearing overcast, adding to the somber mood. The expressions on the faces of the participants are difficult to discern due to the distance and angle of the photograph, but the body language suggests a mix of determination and anxiety.",0.906846464,0.066046819,"{'label': 'neutral', 'confidence': 0.8646568655967712}",8,neutral,0.864656866
15,5,right,headline,image,random,1,0,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley",generateTesting1.png,"The scene depicts a group of people gathered outdoors, seemingly engaged in a public event or demonstration. The individuals are standing on steps in front of a building with classical architecture, featuring columns and an arched doorway. Flags, including one resembling the American flag and another with a blue emblem, are visible behind the crowd. Some people are clapping, while others appear to be cheering or shouting, suggesting a lively atmosphere. One person is holding up a large red ""A"" sign, adding to the sense of collective action. The image is slightly blurred, indicating motion or a long exposure, which adds to the dynamic feel of the scene. The overall environment suggests a formal yet energetic gathering, possibly a protest or celebration.",0.036976743,0.036976743,"{'label': 'neutral', 'confidence': 0.7872822880744934}",1,neutral,0.787282288
15,5,right,headline,image,random,15,0,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley",generateTesting15.png,"The scene depicts a group of people gathered outdoors, seemingly engaged in a public event or demonstration. The individuals are standing on steps in front of a building with classical architecture, featuring arched doorways and columns. Several flags, including what appears to be an American flag and another with a blue emblem, are visible behind the crowd, suggesting a patriotic or political gathering. Some people are clapping, while others are holding up signs, one of which is red and white. The atmosphere appears lively and energetic, with some individuals smiling and others appearing more serious. The image is slightly blurred, indicating movement or a long exposure, and there is a reflection on the glass in the foreground, adding to the dynamic nature of the scene.",0.0322528,0.0322528,"{'label': 'neutral', 'confidence': 0.7419792413711548}",1,neutral,0.741979241
15,5,right,headline,image,random,2,1,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a group of people gathered outdoors, seemingly engaged in a public event or demonstration. The individuals are standing on steps in front of a building with classical architecture, featuring columns and an arched doorway. Flags, including one resembling the American flag and another with a blue emblem, are visible behind the crowd. Some people are clapping, while others appear to be cheering or shouting, suggesting a lively atmosphere. One person is holding up a large red ""A"" sign, adding to the sense of collective action. The image is slightly blurred, indicating motion or a long exposure, which adds to the dynamic feel of the scene. The overall environment suggests a formal yet energetic gathering, possibly a protest or celebration.",generateTesting2.png,"The image depicts a group of people gathered in front of a large, ornate building with arched doorways and columns. The individuals appear to be engaged in a public demonstration or protest, as some are holding signs and flags. One person is prominently holding a sign with a red ""A"" on it, while others are waving American flags. The crowd seems to be clapping or cheering, suggesting a sense of unity or celebration. The overall atmosphere appears energetic and focused, with the participants actively participating in the event. The environment suggests an urban setting, possibly near a government or historical building, given the architectural style.",0.920183718,0.054038085,"{'label': 'neutral', 'confidence': 0.5432393550872803}",2,neutral,0.543239355
15,5,right,headline,image,random,14,15,positive,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a group of people gathered outdoors, seemingly engaged in a public event or demonstration. The individuals are standing on steps in front of a building with classical architecture, featuring arched doorways and columns. Several flags, including what appears to be an American flag and another with a blue emblem, are visible behind the crowd, suggesting a patriotic or political gathering. Some people are clapping, while others are holding up signs, one of which is red and white. The atmosphere appears lively and energetic, with some individuals smiling and others appearing more serious. The image is slightly blurred, indicating movement or a long exposure, and there is a reflection on the glass in the foreground, adding to the dynamic nature of the scene.",generateTesting14.png,"The scene depicts a group of people gathered outside a building with classical architecture, characterized by arched doorways and columns. The individuals appear to be engaged in a public demonstration or rally, holding various flags including American and possibly other national flags. Some people are clapping, while others seem to be speaking or gesturing, suggesting active participation. The crowd is diverse in terms of attire, with some wearing casual clothing like t-shirts and jeans. The atmosphere appears charged, indicative of a significant event or protest. The image is taken from inside a vehicle, as suggested by the visible windshield wiper at the bottom of the frame.",0.893403888,0.04098713,"{'label': 'neutral', 'confidence': 0.7901045680046082}",2,neutral,0.790104568
15,5,right,headline,image,random,3,2,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The image depicts a group of people gathered in front of a large, ornate building with arched doorways and columns. The individuals appear to be engaged in a public demonstration or protest, as some are holding signs and flags. One person is prominently holding a sign with a red ""A"" on it, while others are waving American flags. The crowd seems to be clapping or cheering, suggesting a sense of unity or celebration. The overall atmosphere appears energetic and focused, with the participants actively participating in the event. The environment suggests an urban setting, possibly near a government or historical building, given the architectural style.",generateTesting3.png,"The scene depicts a group of people gathered in front of an ornate, classical-style building with large columns and arches. The individuals appear to be engaged in a public demonstration or rally. Some are holding American flags, while others are clapping their hands and one person is holding up a sign with the letter ""A"" painted on it. The crowd is diverse, with people dressed in various casual outfits, including jeans, sweaters, and jackets. The atmosphere seems energetic and focused, with many participants appearing animated and involved in the event. The background suggests an urban setting, possibly a city square or a government building, adding to the sense of a significant public gathering.",0.936262071,0.03415801,"{'label': 'neutral', 'confidence': 0.5155901312828064}",3,neutral,0.515590131
15,5,right,headline,image,random,13,14,positive,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a group of people gathered outside a building with classical architecture, characterized by arched doorways and columns. The individuals appear to be engaged in a public demonstration or rally, holding various flags including American and possibly other national flags. Some people are clapping, while others seem to be speaking or gesturing, suggesting active participation. The crowd is diverse in terms of attire, with some wearing casual clothing like t-shirts and jeans. The atmosphere appears charged, indicative of a significant event or protest. The image is taken from inside a vehicle, as suggested by the visible windshield wiper at the bottom of the frame.",generateTesting13.png,"The scene depicts a lively gathering of people in front of an elegant, white building with classical architecture, featuring arched windows and columns. The crowd is diverse, with individuals of various ages and styles of dress, including casual t-shirts, jeans, and dresses. Many people are waving American flags, suggesting a patriotic event or celebration. Some are clapping, while others appear to be cheering or engaging in conversation. The atmosphere seems energetic and positive, with a sense of unity and shared purpose. The presence of a flag with red and white stripes adds to the festive and patriotic ambiance.",0.805543542,0.086555302,"{'label': 'positive', 'confidence': 0.8619855642318726}",3,positive,0.861985564
15,5,right,headline,image,random,4,3,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a group of people gathered in front of an ornate, classical-style building with large columns and arches. The individuals appear to be engaged in a public demonstration or rally. Some are holding American flags, while others are clapping their hands and one person is holding up a sign with the letter ""A"" painted on it. The crowd is diverse, with people dressed in various casual outfits, including jeans, sweaters, and jackets. The atmosphere seems energetic and focused, with many participants appearing animated and involved in the event. The background suggests an urban setting, possibly a city square or a government building, adding to the sense of a significant public gathering.",generateTesting4.png,"The scene depicts a group of people gathered in front of an ornate building with classical architecture, featuring large columns and arched doorways. The individuals appear to be engaged in a public demonstration or rally. Many are holding American flags, suggesting a patriotic theme or event. One person is prominently holding up a sign with the letter ""A"" written on it. The crowd is diverse, with some individuals clapping, while others seem to be speaking or gesturing emphatically. The atmosphere appears charged, with a sense of collective action and expression. The clothing styles vary, indicating a casual gathering rather than a formal event. The overall environment suggests a public space, possibly a city square or government building, where such gatherings are common.",0.976448178,0.033434398,"{'label': 'neutral', 'confidence': 0.6691601276397705}",4,neutral,0.669160128
15,5,right,headline,image,random,12,13,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a lively gathering of people in front of an elegant, white building with classical architecture, featuring arched windows and columns. The crowd is diverse, with individuals of various ages and styles of dress, including casual t-shirts, jeans, and dresses. Many people are waving American flags, suggesting a patriotic event or celebration. Some are clapping, while others appear to be cheering or engaging in conversation. The atmosphere seems energetic and positive, with a sense of unity and shared purpose. The presence of a flag with red and white stripes adds to the festive and patriotic ambiance.",generateTesting12.png,"The scene depicts a lively gathering of people in front of an elegant white building with classical architecture, featuring large windows and columns. The group is diverse, consisting of individuals of various ages, including children, who appear to be enjoying themselves. Some are holding American flags, suggesting a patriotic theme or celebration. The atmosphere is cheerful and festive, with many people smiling and engaging in conversation. A few individuals are clapping, and others seem to be taking photos or videos, capturing the moment. The environment is bright and sunny, adding to the overall positive and joyful ambiance of the gathering.",0.930949211,0.023330275,"{'label': 'positive', 'confidence': 0.9414023756980896}",4,positive,0.941402376
15,5,right,headline,image,random,5,4,negative,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a group of people gathered in front of an ornate building with classical architecture, featuring large columns and arched doorways. The individuals appear to be engaged in a public demonstration or rally. Many are holding American flags, suggesting a patriotic theme or event. One person is prominently holding up a sign with the letter ""A"" written on it. The crowd is diverse, with some individuals clapping, while others seem to be speaking or gesturing emphatically. The atmosphere appears charged, with a sense of collective action and expression. The clothing styles vary, indicating a casual gathering rather than a formal event. The overall environment suggests a public space, possibly a city square or government building, where such gatherings are common.",generateTesting5.png,"The scene depicts a large group of people gathered in front of an ornate building with classical architecture, featuring columns and arched doorways. The crowd is diverse, with individuals wearing casual attire such as jeans, jackets, and hoodies. Many are holding American flags, suggesting a patriotic gathering or demonstration. Some people have their hands raised, possibly in a gesture of protest or solidarity. The atmosphere appears charged, with some individuals looking towards the camera while others seem engaged in conversation or observing the surroundings. The foreground includes a blurred object, likely part of a vehicle, indicating the presence of law enforcement or security personnel nearby. The overall mood seems serious and focused, with a sense of collective action or expression.",0.889461398,0.062270038,"{'label': 'neutral', 'confidence': 0.714577853679657}",5,neutral,0.714577854
15,5,right,headline,image,random,11,12,positive,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a lively gathering of people in front of an elegant white building with classical architecture, featuring large windows and columns. The group is diverse, consisting of individuals of various ages, including children, who appear to be enjoying themselves. Some are holding American flags, suggesting a patriotic theme or celebration. The atmosphere is cheerful and festive, with many people smiling and engaging in conversation. A few individuals are clapping, and others seem to be taking photos or videos, capturing the moment. The environment is bright and sunny, adding to the overall positive and joyful ambiance of the gathering.",generateTesting11.png,"The scene depicts a lively gathering outside a grand, white building with classical architecture, featuring large windows and columns. A group of people, including adults and children, is gathered on the steps and sidewalk in front of the building. Some individuals are holding American flags, while others wear party hats, suggesting a festive or celebratory occasion. The crowd appears to be engaged in playful activities, with some people throwing confetti into the air, creating a dynamic and joyful atmosphere. The expressions on many faces convey excitement and happiness, with some individuals making peace signs and others clapping or smiling broadly. The overall environment suggests a community event or celebration taking place in an urban setting.",0.891884923,0.060024615,"{'label': 'positive', 'confidence': 0.8245861530303955}",5,positive,0.824586153
15,5,right,headline,image,random,6,5,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a large group of people gathered in front of an ornate building with classical architecture, featuring columns and arched doorways. The crowd is diverse, with individuals wearing casual attire such as jeans, jackets, and hoodies. Many are holding American flags, suggesting a patriotic gathering or demonstration. Some people have their hands raised, possibly in a gesture of protest or solidarity. The atmosphere appears charged, with some individuals looking towards the camera while others seem engaged in conversation or observing the surroundings. The foreground includes a blurred object, likely part of a vehicle, indicating the presence of law enforcement or security personnel nearby. The overall mood seems serious and focused, with a sense of collective action or expression.",generateTesting6.png,"The scene depicts a large crowd gathered outside a grand, classical building with columns and arches, suggesting an important public or governmental location. The atmosphere appears tense and chaotic, with people standing close together, some looking anxious or concerned. Several American flags are prominently displayed, indicating a possible political or patriotic event. The individuals in the crowd are dressed in casual attire, with some wearing jackets, suggesting cooler weather. The overall environment is crowded and somewhat disorganized, with people appearing to be waiting or observing something off-camera. The visible emotions range from curiosity to apprehension, reflecting the uncertainty and potential unrest surrounding the gathering.",0.930801868,0.093029998,"{'label': 'neutral', 'confidence': 0.8602648973464966}",6,neutral,0.860264897
15,5,right,headline,image,random,10,11,positive,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a lively gathering outside a grand, white building with classical architecture, featuring large windows and columns. A group of people, including adults and children, is gathered on the steps and sidewalk in front of the building. Some individuals are holding American flags, while others wear party hats, suggesting a festive or celebratory occasion. The crowd appears to be engaged in playful activities, with some people throwing confetti into the air, creating a dynamic and joyful atmosphere. The expressions on many faces convey excitement and happiness, with some individuals making peace signs and others clapping or smiling broadly. The overall environment suggests a community event or celebration taking place in an urban setting.",generateTesting10.png,"The scene captures a lively and joyous gathering in front of an elegant, white building with classical architecture, featuring large columns and arched doorways. The atmosphere is festive, with several American flags prominently displayed, suggesting a patriotic celebration. A diverse group of people, including children and adults, are gathered on the steps and sidewalk, engaging in animated gestures such as waving, clapping, and cheering. The individuals appear to be in high spirits, with smiles and enthusiastic expressions evident on their faces. Some are dressed in colorful costumes, adding to the celebratory mood. The wet pavement reflects the light, indicating recent rain, which has not dampened the spirits of the crowd. The overall environment exudes a sense of community and shared happiness, with everyone participating in the joyful occasion.",0.909568965,0.045535233,"{'label': 'positive', 'confidence': 0.9703699946403503}",6,positive,0.970369995
15,5,right,headline,image,random,7,6,positive,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene depicts a large crowd gathered outside a grand, classical building with columns and arches, suggesting an important public or governmental location. The atmosphere appears tense and chaotic, with people standing close together, some looking anxious or concerned. Several American flags are prominently displayed, indicating a possible political or patriotic event. The individuals in the crowd are dressed in casual attire, with some wearing jackets, suggesting cooler weather. The overall environment is crowded and somewhat disorganized, with people appearing to be waiting or observing something off-camera. The visible emotions range from curiosity to apprehension, reflecting the uncertainty and potential unrest surrounding the gathering.",generateTesting7.png,"The image depicts a large crowd gathered in front of a grand, classical-style building with columns and an arched doorway. The people in the crowd appear to be attentively watching something off-camera, with many individuals clapping their hands. Some are holding American flags, suggesting a patriotic event or gathering. The crowd is diverse, with people of various ages and attire, including jackets, hats, and scarves, indicating cooler weather. The expressions on the faces of some individuals suggest engagement and interest in the event. The overall atmosphere seems orderly and focused, with no visible signs of distress or chaos.",0.897107124,0.07278239,"{'label': 'positive', 'confidence': 0.6231265664100647}",7,positive,0.623126566
15,5,right,headline,image,random,9,10,negative,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The scene captures a lively and joyous gathering in front of an elegant, white building with classical architecture, featuring large columns and arched doorways. The atmosphere is festive, with several American flags prominently displayed, suggesting a patriotic celebration. A diverse group of people, including children and adults, are gathered on the steps and sidewalk, engaging in animated gestures such as waving, clapping, and cheering. The individuals appear to be in high spirits, with smiles and enthusiastic expressions evident on their faces. Some are dressed in colorful costumes, adding to the celebratory mood. The wet pavement reflects the light, indicating recent rain, which has not dampened the spirits of the crowd. The overall environment exudes a sense of community and shared happiness, with everyone participating in the joyful occasion.",generateTesting9.png,"The scene captures a lively and joyous gathering in front of an elegant, white building with classical architecture, featuring large columns and arched doorways. The atmosphere is festive, with several people dressed in costumes, suggesting a themed event or celebration. American flags are prominently displayed on flagpoles, adding to the patriotic ambiance. The crowd is diverse, including children and adults, all smiling and waving enthusiastically, creating a sense of community and shared excitement. The environment appears to be a public street, with a sidewalk and a road in the foreground, indicating that this is an outdoor event accessible to many. The overall mood is one of happiness and celebration, with everyone appearing engaged and cheerful.",0.945047379,0.048686702,"{'label': 'positive', 'confidence': 0.9585097432136536}",7,positive,0.958509743
15,5,right,headline,image,random,8,7,neutral,"Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley","The image depicts a large crowd gathered in front of a grand, classical-style building with columns and an arched doorway. The people in the crowd appear to be attentively watching something off-camera, with many individuals clapping their hands. Some are holding American flags, suggesting a patriotic event or gathering. The crowd is diverse, with people of various ages and attire, including jackets, hats, and scarves, indicating cooler weather. The expressions on the faces of some individuals suggest engagement and interest in the event. The overall atmosphere seems orderly and focused, with no visible signs of distress or chaos.",generateTesting8.png,"The scene depicts a large gathering of people in front of a grand, classical-style building with columns and an arched doorway. The crowd is diverse, consisting of individuals of various ages and appearances, all dressed in winter clothing such as jackets, scarves, and hats. Many people are clapping enthusiastically, indicating a moment of celebration or support. Two individuals are holding American flags, adding a patriotic element to the scene. The atmosphere appears lively and positive, with expressions of joy and unity among the attendees. The overall environment suggests a public event or rally taking place in a formal setting, possibly a government or historical building.",0.896519005,0.05443852,"{'label': 'positive', 'confidence': 0.8225553631782532}",8,positive,0.822555363
